#################################################################################
#
# This file is an extension for the 'parameterDef_fmi.csv' file. You can add your
# own parameter definitions here. They will be not overridden.
#
# FIELDS:
# 1) FmiParameterId
# 2) FmiParameterName
# 3) FmiParameterUnits
# 4) FmiParameterDescription
# 5) AreaInterpolationMethod
# 6) TimeInterpolationMethod
# 7) LevelInterpolationMethod
# 8) DefaultPrecision
#
#################################################################################


#################################################################################
# Defining additional FMI parameters for GRIB parameters that do not yet have 
# matching FMI parameters. We are using FMI identifiers that are calculated
# directly from the grib identifiers (fmi-id = 10000000 + grib-id). Let's 
# use "X-" prefix in the fmi-names in order to indicate that these names are
# our own "extensions". 
#
# Notice that in this file we only define the basic information of the parameters.
# After that we can be map different kinds of parameters identifiers to these
# parameters. For example, we map grib identifiers into these FMI identifiers
# in the "fmi_parameterId_grib.csv" file.

#################################################################################

10000008;SRO-M;m;Surface runoff (metres);1;1;1;2;
10000009;SSRO-M;m;Subsurface Runoff (metres);1;1;1;1;
10000029;TVL-N;;Type of low vegetation;2;2;2;1;
10000030;TVH-N;;Type of high vegetation;2;2;2;1;
10000039;SWVL1-M3M3;M3M3;Surface soil wetness;1;1;1;5;
10000040;SWVL2-M3M3;M3M3;Volumetric Soil Water layer 2;1;1;1;5;
10000041;SWVL3-M3M3;M3M3;Volumetric Soil Water layer 3;1;1;1;5;
10000042;SWVL4-M3M3;M3M3;Volumetric Soil Water layer 4;1;1;1;5;
10000139;STL1-K;K;Soil temperature level 1 in Kelvins;1;1;1;1;
10000178;TSR-J;J;Top Net Solar Radation;1;1;1;2;
10000182;EVAP-M;m;Evaporation (m of water equivalent);1;1;1;1;
10000170;STL2-K;K;Soil temperature level 2 in Kelvins;1;1;1;1;
10000183;STL3-K;K;Soil temperature level 3 in Kelvins;1;1;1;1;
10000205;RO-M;M;Runoff in depth of water in metres;1;1;1;5;
10000228;RR-M;m;Total precipitation in meters;1;1;1;1;
10000236;STL4-K;K;Soil temperature level 4 in Kelvins;1;1;1;1;
10128100;DTW-M;m;Distance to water in meters;1;1;1;1;
10128101;DTR-M;m;Distance to river in meters;1;1;1;1;
10128102;DTL-M;m;Distance to lake in meters;1;1;1;1;
10128103;DTO-M;m;Distance to ocean in meters;1;1;1;1;
10200160;SDORDIFF-M;m;Standard deviation of orograpy differnce in meters;1;1;1;1;
10260045;TWATERP-KGM2;kg m-2;Total Water Precipitation;1;1;1;2;
10260046;TSNOWP-KGM2;kg m-2;Total snow precipitation;1;1;1;2;
10260056;WESD-KGM2;kg m-2;Water equivalent of accumulated snow depth (deprecated);1;1;1;2;
10172228;RRR-MEAN-MS;m s-1;Mean total precipitation rate;1;1;1;2;
10228090;TCSNOWWAT-KGM2;kg m2;Total column snow water (kg m-2);1;1;1;2;
10228251;EVAPP-M;m;Potential evaporation;1;1;1;2;
10500206;LAI;;Leaf Area index;1;1;1;2;
10500219;NDVI;;Normalized difference vegetation index;1;1;1;2;
10301220;MIR;Medium infrared radiance;1;1;;;
10301200;SRB0;%;Band 0 surface reflectance;1;1;;;
10301201;SRB1;%;Band 1 surface reflectance;1;1;;;
10301202;SRB2;%;Band 2 surface reflectance;1;1;;;
10301203;SRB3;%;Band 3 surface reflectance;1;1;;;
10301204;SRB4;%;Band 4 surface reflectance;1;1;;;
10301205;SRB5;%;Band 5 surface reflectance;1;1;;;
10301206;SRB6;%;Band 6 surface reflectance;1;1;;;
10301207;SRB7;%;Band 7 surface reflectance;1;1;;;
10301208;SRB8;%;Band 8 surface reflectance;1;1;;;
10301209;SRB9;%;Band 9 surface reflectance;1;1;;;
10228040;SWI1;;Soil wetness index layer 1;1;1;1;2;
10228041;SWI2;;Soil wetness index layer 2;1;1;1;2;
10228042;SWI3;;Soil wetness index layer 3;1;1;1;2;
10228043;SWI4;;Soil wetness index layer 4;1;1;1;2;
10000165;U10-MS;m/s;10 metre U wind component;1;1;1;2;
10000166;V10-MS;m/s;10 metre V wind component;1;1;1;2;
10228001;CIN-JKG;J kg-1;Convective inhibition;1;1;1;2;
10260121;KX;;K index;1;1;1;2;
10000196;MGWS-NM2S;N m-2 s;Northward gravity wave surface stress;1;1;1;2;
10228251;PEV-M;m;Potential evaporation;1;1;1;2;
10000210;SSRC-JM2;J m-2;Surface net solar radiation, clear sky;1;1;1;2;
10000211;STRC-JM2; J m-2;Surface net thermal radiation, clear sky;1;1;1;2;
10000167;T2-K;K;2 metre temperature;1;1;1;2;
10000168;TD2-K;K;2 metre dewpoint temperature;1;1;1;2;
10000060;PV-KM2KGS;K m2 kg-1 s-1;Potential vorticity;1;1;1;2;
10000160;SDOR-M;m;Standard devitaion of orography;1;1;1;2;
10000161;ISOR;;Anisotropy of sub-gridscale orography;1;1;1;2;
10000162;ANOR-RAD;rad;Angle of sub-gridscale orography;1;1;1;2;
10000163;SLOR;;Slope of sub-gridscale orography;1;1;1;2;
10000026;CL-0TO1;%;Lake cover (0-1);1;1;1;2;
10228007;DL-M;m;Lake total depth;1;1;1;2;
10228012;LSHF;;Lake shape factor (dimensionless);2;2;2;2;
10000074;SDFOR-M;m;Standard deviation of filtered subgrid orography;1;1;1;1;
10000002;VP-M2S;m2 s-1; Velocity potential;1;1;1;2;
10260199;VSW-M3M3;m3 m-3;Volumetric soil moisture;1;1;1;1;
10000032;ASN-0TO1;0to1;Snow albedo (0-1);1;1;1;2;
10260038;SNOWC;%;Snow cover;1;1;1;1;
10000045;SMLT-M;m of water eq;Snow melt (m of water equivalent);1;1;1;4;
10000238;TSN-K;K;Temperature of snow layer;1;1;1;1;
10228100;EVATC-M;m of water eq;Evaporation from the top of canopy (m of water eq.);1;1;1;4;
10228101;EVABS-M;m of water eq;Evaporation from bare soil (m of water eq.);1;1;1;4;
10228102;EVAOW-M;m of water eq;Evaporation from open water surfaces excluding oceans (m of water eq.);1;1;1;4;
10228103;EVAVT-M;m of water eq;Evaporation from vegetation transpiration (m of water eq.);1;1;1;4;
10000044;ES-M;m of water eq;Snow evaporation (m of water eq.);1;1;1;4;
10000198;SRC-M;m of water eq;Skin reservoir content (m of water eq);1;1;1;4;
10229001;CUR-0TO1;0to1;Urban cover fraction (0-1);1;1;1;4;
