# FIELDS:
#  1) Producer name
#  2) Mapping name
#  3) Parameter id type:
#         1 = FMI_ID
#         2 = FMI_NAME
#         3 = GRIB_ID
#         4 = NEWBASE_ID
#         5 = NEWBASE_NAME
#         6 = CDM_ID
#         7 = CDM_NAME
#  4) Parameter id / name
#  5) Geometry id
#  6) Parameter level id type:
#         1 = FMI
#         2 = GRIB1
#         3 = GRIB2
#  7) Level id
#         FMI level identifiers:
#            1 Gound or water surface
#            2 Pressure level
#            3 Hybrid level
#            4 Altitude
#            5 Top of atmosphere
#            6 Height above ground in meters
#            7 Mean sea level
#            8 Entire atmosphere
#            9 Depth below land surface
#            10 Depth below some surface
#            11 Level at specified pressure difference from ground to level
#            12 Max equivalent potential temperature level
#            13 Layer between two metric heights above ground
#            14 Layer between two depths below land surface
#            15 Isothermal level, temperature in 1/100 K
#  8) Area interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         500..999 = List
#         1000..65535 = External (interpolated by an external function)
#  9) Time interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         1000..65535 = External (interpolated by an external function)
# 10) Level interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Logarithmic
#         1000..65535 = External (interpolated by an external function)
# 11) Group flags
#         bit 0 = Climatological parameter (=> ignore year when searching) 
# 12) Search match (Can this mapping used when searching mappings for incomplete parameters)
#         E = Enabled
#         D = Disabled
#         I = Ignore
# 13) Mapping function (enables data conversions during the mapping)
# 14) Reverse mapping function
# 15) Default precision
# 
BLENDB;Temperature;2;T-K;1086;1;6;00002;1;1;1;0;E;SUM{$,-273.15};SUM{$,273.15};1;
BLENDW;Temperature;2;T-K;1086;1;6;00002;1;1;1;0;E;SUM{$,-273.15};SUM{$,273.15};1;
ECG;Albedo;2;ALBEDO-0TO1;1007;1;1;00000;1;1;1;0;E;;;;
ECG;Albedo;2;ALBEDO-0TO1;1008;1;1;00000;1;1;1;0;E;;;;
ECG;CAPE;2;CAPE-JKG;1007;1;1;00000;1;1;1;0;E;;;;
ECG;CAPE;2;CAPE-JKG;1008;1;1;00000;1;1;1;0;E;;;;
ECG;CIN;2;CIN-JKG;1007;1;1;00000;1;1;1;0;E;;;;
ECG;CloudBase;2;CLDBASE-M;1008;1;1;00000;1;1;1;0;E;;;2;
ECG;CloudWater;2;CLDWAT-KGKG;1045;1;3;00024;1;1;1;0;D;MUL{$,1000};DIV{$,1000};;
ECG;CloudWater;2;CLDWAT-KGKG;1045;1;3;00025;1;1;1;0;D;MUL{$,1000};DIV{$,1000};;
ECG;CloudWater;2;CLDWAT-KGKG;1045;1;3;00026;1;1;1;0;D;MUL{$,1000};DIV{$,1000};;
ECG;CloudWater;2;CLDWAT-KGKG;1045;1;3;00027;1;1;1;0;D;MUL{$,1000};DIV{$,1000};;
ECG;CloudWater;2;CLDWAT-KGKG;1045;1;3;00028;1;1;1;0;D;MUL{$,1000};DIV{$,1000};;
